station_id,station_name,city,state,hour_of_day,day_of_week,day_name,session_count,total_energy_kwh,avg_duration_minutes
460505,Mass General Brigham Healthcare Center,Dover,NH,18,5,Friday,1,56.36,180.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,22,5,Friday,1,34.35,45.0
461251,Sunshine Gardens,South San Francisco,CA,7,6,Saturday,1,143.14,180.0
460210,"Pilot Travel Center #222 Sturbridge, MA",Sturbridge,FL,10,6,Saturday,1,64.57,90.0
460371,"Circle K - Yuma, AZ",Yuma,AZ,18,2,Tuesday,1,43.39,120.0
461252,D & 3rd Street Curbside,West Sacramento,CA,9,1,Monday,1,44.15,90.0
461543,Garcia Bend Park,Sacramento,CA,7,2,Tuesday,1,47.43,60.0
460673,Telsa Supercharger,Rogue River,Oregon,19,0,Sunday,1,81.36,120.0
469399,Elkhorn Shopping Center,Sacramento,CA,18,2,Tuesday,1,50.72,90.0
460263,Rivian Adventure Network,St. Regis,Montana,22,4,Thursday,1,13.02,30.0
461048,Mitra EV DCFC - Ford Commercial,Sacramento,CA,4,6,Saturday,1,22.57,90.0
461548,"Pilot Travel Center #374 Marianna, FL",Marianna,FL,17,3,Wednesday,1,22.8,60.0
469745,"Flying J Travel Center #875 Elkton, MD",Elkton,MD,9,2,Tuesday,1,27.8,90.0
460320,"Ionna - Daly City, CA",Daly City,CA,22,1,Monday,1,17.52,90.0
460504,Marketplace Foods,Minot,ND,9,1,Monday,1,75.93,120.0
469399,Elkhorn Shopping Center,Sacramento,CA,19,0,Sunday,2,165.11,135.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,16,3,Wednesday,1,47.08,60.0
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,13,1,Monday,1,84.7,120.0
460322,Ionna Daytona Beach Rechargery Relay @Wawa,Daytona Beach,FL,12,4,Thursday,1,28.52,120.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,23,5,Friday,2,63.18,75.0
460958,"Pilot Travel Center #1225 Mascoutah, IL",Mascoutah,IL,16,6,Saturday,1,14.29,60.0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,10,3,Wednesday,1,7.64,45.0
461758,Bradville Square Shopping Center,Sacramento,CA,8,4,Thursday,1,28.51,90.0
470113,Kwik-Charge #1205,Lake Delton,WI,12,6,Saturday,1,43.47,60.0
461307,Fas Mart,Grand Haven,MI,13,4,Thursday,1,23.33,45.0
461629,In-N-Out Burger - Redding,Redding,CA,9,5,Friday,2,47.79,90.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,18,3,Wednesday,1,32.04,60.0
470498,US Highway 57,Eagle Pass,Texas,1,5,Friday,1,30.58,45.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,7,6,Saturday,1,82.3,180.0
460430,Revel - South San Francisco,South San Francisco,CA,11,3,Wednesday,1,45.0,60.0
461549,"ONE9 Travel Center #7937 Mcleansville, NC",Mcleansville,NC,13,0,Sunday,1,48.15,60.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,18,4,Thursday,2,93.35,135.0
469747,"Flying J Travel Center #692 Wells, NV",Wells,NV,1,0,Sunday,1,48.04,60.0
460955,"Flying J Travel Center #572 Williams, IA",Williams,IA,22,3,Wednesday,1,71.27,120.0
469401,Dutch Bros,Sacramento,CA,12,5,Friday,1,5.26,45.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,14,5,Friday,1,19.59,90.0
469499,Renewable Grid - Glen Cove Fast Charging,Glen Cove,NY,1,1,Monday,1,86.21,120.0
470357,FastTrack Market Marathon,Taylor,MI,10,0,Sunday,1,41.69,60.0
469401,Dutch Bros,Sacramento,CA,18,6,Saturday,1,31.58,60.0
461171,Hamilton CNG Filling Station,Hamilton,OH,19,1,Monday,1,15.51,60.0
462127,Kimco-charlotte,Charlotte,NC,21,6,Saturday,1,9.23,45.0
461547,"Pilot Travel Center #1047 Jacksonville, FL",Jacksonville,FL,17,5,Friday,1,58.93,180.0
461251,Sunshine Gardens,South San Francisco,CA,12,5,Friday,1,28.89,60.0
461156,Key GMC of Rochester,Rochester,New Hampshire,7,6,Saturday,1,15.29,45.0
460485,Safeway,Martinez,CA,4,3,Wednesday,1,27.39,45.0
461171,Hamilton CNG Filling Station,Hamilton,OH,9,4,Thursday,1,59.93,120.0
460367,Santa Monica Station,Santa Monica,CA,18,5,Friday,1,30.14,120.0
460318,EVgo,North Bend,Washington,18,4,Thursday,1,75.65,120.0
460506,Wentworth-Douglass Hospital,Dover,NH,15,4,Thursday,1,29.42,90.0
460671,FPL,Pensacola,Florida,16,5,Friday,1,29.16,45.0
462269,Ionna Rechargery,Roseville,CA,13,5,Friday,1,33.78,45.0
462269,Ionna Rechargery,Roseville,CA,19,0,Sunday,1,22.27,120.0
460957,"Flying J Travel Center #489 Grand Forks, ND",Grand Forks,ND,15,0,Sunday,1,47.12,180.0
461631,"Pilot Travel Center #1019 - Orland, CA",Orland,CA,3,2,Tuesday,1,5.73,45.0
460331,"Pilot Travel Center #474 Sutton, WV",Sutton,WV,11,2,Tuesday,1,20.35,60.0
461744,Sunset Pointe,Rocklin,CA,9,4,Thursday,1,34.23,45.0
460321,IONNA - Gilman Rechargery Relay,Gilman,IL,19,5,Friday,1,17.86,60.0
469741,"Pilot Travel Center #63 Piedmont, SC",Piedmont,SC,13,2,Tuesday,1,87.26,180.0
460484,L2 near Ball&Chain,Miami,Florida,12,2,Tuesday,1,47.8,60.0
461744,Sunset Pointe,Rocklin,CA,2,3,Wednesday,1,53.25,120.0
461758,Bradville Square Shopping Center,Sacramento,CA,20,1,Monday,1,67.81,180.0
470696,Trailborn Grand Canyon,Williams,AZ,18,3,Wednesday,1,23.04,120.0
461628,Petro Corning #309,Corning,CA,11,1,Monday,1,26.93,45.0
461546,"Pilot Travel Center #1051 Iowa, LA",Iowa,LA,2,3,Wednesday,1,24.76,60.0
470113,Kwik-Charge #1205,Lake Delton,WI,18,2,Tuesday,1,54.55,120.0
460959,"Thorntons #327 - Bellwood, IL",Bellwood,IL,0,3,Wednesday,1,68.17,120.0
461554,The Bite Tumalo,Tumalo,OR,8,6,Saturday,1,66.45,90.0
470662,"Kittery Premium Outlets - Kittery, ME",Kittery,ME,18,2,Tuesday,1,38.1,60.0
460503,Futurama near Ball & Chain,Miami,Florida,11,3,Wednesday,1,38.49,60.0
461551,Berkeley Bowl (West),Berkeley,CA,14,5,Friday,1,98.84,120.0
461130,TownePlace Suites by Marriott Houston Northwest/Beltway 8,Houston,TX,11,3,Wednesday,1,10.99,30.0
461156,Key GMC of Rochester,Rochester,New Hampshire,15,4,Thursday,1,59.54,120.0
461629,In-N-Out Burger - Redding,Redding,CA,20,4,Thursday,1,26.84,120.0
461744,Sunset Pointe,Rocklin,CA,18,2,Tuesday,1,22.37,90.0
461171,Hamilton CNG Filling Station,Hamilton,OH,15,2,Tuesday,1,7.37,30.0
460372,"Pilot Travel Center #1208 Yuma, AZ",Yuma,AZ,19,2,Tuesday,1,53.82,90.0
460956,"Pilot Travel Center #368 Decatur, IL",Decatur,IL,16,6,Saturday,1,51.34,90.0
461511,Sleep Inn & Suites Monroe - Woodbury,Monroe,NY,8,6,Saturday,1,88.42,180.0
